title_english,score,scored_by
Alice or Alice Recap,5.36,278.0
Alien 9,6.74,17292.0
Alien Hypnosis,5.87,1238.0
Alien Stage,8.39,666.0
Alien from the Darkness,5.26,1476.0
Alignment You! You! The Animation,6.72,5962.0
Alita's Trail,6.14,125.0
All Alone With You,7.22,10518.0
All Night Radio,6.68,181.0
All Out!!,7.04,50606.0
All Purpose Cultural Cat Girl Nuku Nuku,6.69,5276.0
All Purpose Cultural Cat Girl Nuku Nuku Dash!,6.29,2510.0
All Purpose Cultural Cat Girl Nuku Nuku TV,6.51,3440.0
All Saints Street,7.97,10823.0
All Saints Street 2,8.02,6953.0
All Saints Street 3,8.01,4132.0
All Saints Street 4,7.76,1838.0
All That Gundam,5.8,2518.0
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,5.74,709.0
All-You-Can-Eat Cow Tits: The Animation,5.63,1646.0
Allargando The Animation,6.31,2957.0
Allison & Lillia,7.32,15678.0
Alluptoyou,4.93,261.0
Almanac Master,6.26,441.0
Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,5.81,202.0
Alpenrose,6.74,1367.0
Alphard x Taka no Tsume,4.93,214.0
Alps Monogatari: Watashi no Annette,6.76,2024.0
Alps Monogatari: Watashi no Annette Specials,6.01,131.0
Alps no Shoujo Heidi Pilot,5.16,519.0
Alps no Shoujo Heidi: Alm no Yama-hen,6.55,860.0
Alps no Shoujo Heidi: Heidi to Clara-hen,6.62,862.0
Altair: A Record of Battles,7.55,24264.0
Altered Carbon: Resleeved,6.43,5903.0
Alya Sometimes Hides Her Feelings in Russian,8.18,19718.0
Am I Actually the Strongest?,6.49,76926.0
Amada Anime Series: Super Mario Brothers,4.75,1711.0
Amagami,6.37,141.0
Amagami SS,7.28,161341.0
Amagami SS Short Animations,7.22,30578.0
Amagami SS+ Plus Picture Drama,6.53,9088.0
Amagami SS+ Plus: Extra Episode+ Plus,7.19,18875.0
Amagami SS+ plus,7.38,91258.0
Amagami SS: Little Sister,7.19,32203.0
Amagi Brilliant Park,7.46,355313.0
Amagi Brilliant Park: No Time to Take It Easy!,7.21,56049.0
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.65,19486.0
Amakage,5.16,284.0
Amakamisama,6.08,162.0
Amakano,6.86,6278.0
Amanatsu,5.75,621.0
Amanchu!,7.23,34144.0
Amanchu! Advance,7.1,12684.0
Amanchu! Episode 13: The Story of the Promised Summer and New Memories,7.35,7909.0
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,6.29,612.0
Amaryllis,4.88,193.0
Amatsuki,6.87,26459.0
Amazing Bowel Familiars,5.42,7310.0
Amazing Nurse Nanako,5.49,5081.0
Amazing Nuts!,6.46,4585.0
Amazing Pleasant Goat,5.74,134.0
Amazing Sarutobi,6.4,859.0
Amazing Stranger,5.98,8134.0
Ambassador Magma,5.75,663.0
Ame no Bus Stop-hen,4.68,234.0
Ame no Chi Special,5.39,134.0
Ame no Ten Ten,5.48,244.0
Ame to Shoujo to Watashi no Tegami,5.74,5275.0
Ame-Con!!,4.76,2158.0
Ame-iro Cocoa: Side G,4.87,3178.0
Amefuri Kozou,6.21,1412.0
Amemiya-san,6.42,401.0
Ami's Impersonation: 150 Consecutive Attempts,5.29,435.0
Amnesia,5.98,150933.0
Amnesia OVA,6.32,16085.0
Amon Saga,5.43,2825.0
Amon: Apocalypse of Devilman,6.48,12271.0
An Archdemon's Dilemma: How to Love Your Elf Bride,7.31,56124.0
An Encore and Continuance: Pandora's Box - A strange phenomenon is overtaking the world?! -,6.25,867.0
An Expression,3.91,594.0
Ana no Oku no Ii Tokoro,6.25,2737.0
Anal Juke: Anal Juice,3.27,962.0
Anal Sanctuary,5.2,1767.0
Anal Vampire,5.87,3044.0
Anata ga Furikaeru Toki,5.17,200.0
Anata no France wa Donna Tokoro?,5.94,178.0
Anata no Koe,6.19,189.0
Anata wa Watashi no Mono,6.14,4074.0
Anata wo Hitokoto de Arawashite Kudasai: no Shitsumon ga Nigate da.,6.13,530.0
Anata wo Zutto Aishiteru,6.33,435.0
Ancien and the Magic Tablet: Another Story,6.29,889.0
Ancient Girls Frame,5.8,946.0
Ancient Myth,6.67,269.0
And And,5.44,679.0
And Then You Became the Moon,6.09,131.0
And Yet the Town Moves,7.45,22970.0
And to Uncle Kazu,6.26,1979.0
And you thought there is never a girl online?,6.69,286739.0
And2 Girls,5.49,234.0
Andersen Monogatari (TV),6.2,530.0
Android Announcer Maico 2010,6.42,1643.0
Android Girl,6.67,787.0
Android Kikaider - The Animation,6.96,4781.0
Andromeda Stories,5.66,1014.0
Ane Chijo♥Max Heart,6.63,3506.0
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6.89,5554.0
Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,6.91,6257.0
Ane Jiyoku Tsukushi: Neesan no Shitagi,6.46,598.0
Ane Log: Big Sister Moyako's Never-ending Monologue,6.02,15958.0
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,5.85,4346.0
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,5.26,2495.0
Ane Yome Quartet,7.23,8470.0
Ane wa Yanmama Junyuu-chuu,7.77,15831.0
Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,7.12,3328.0
Aneki no Kounai Kaikinbi,5.45,3977.0
Aneki... My Sweet Elder Sister: The Animation,6.78,5616.0
Anemone,6.41,2142.0
Anemone: Eureka Seven Hi-Evolution,6.62,2127.0
Anette-san to Liliana-san The Animation,6.66,2512.0
Ane☆Haramix,6.78,6005.0
Ange Vierge,5.98,16802.0
Angel,5.39,875.0
Angel (Special),5.2,258.0
Angel Beats!,8.05,1290109.0
Angel Beats! Another Epilogue,7.45,145079.0
Angel Beats! Specials,7.55,160754.0
Angel Blade,6.34,4534.0
Angel Blade Punish!,6.38,3084.0
Angel Blade: Ultimate Edition - Tokuteneizou,6.1,1034.0
Angel Cop,5.99,7686.0
Angel Core,5.55,2268.0
Angel Densetsu,7.46,22509.0
Angel Heart,7.25,5900.0
Angel Links,5.93,3349.0
Angel Of Darkness,5.45,941.0
Angel Sanctuary,6.25,27261.0
Angel Tales,6.415,3713.5
Angel's 3Piece!,6.61,23632.0
Angel's Drop,3.35,10909.0
Angel's Egg,7.71,60977.0
Angel's Feather,5.42,10277.0
Angelique,6.27,2411.0
Angelique: Seichi yori Ai wo Komete,6.05,1089.0
Angelique: Shiroi Tsubasa no Memoire,5.72,1312.0
Angelique: Twin Collection,5.96,575.0
Angelium,5.87,2304.0
Angels in the Court,5.76,1197.0
Angels in the Court 2,5.64,777.0
Angels of Death,6.96,321219.0
Anger,5.14,466.0
Angie Girl,6.42,530.0
Angolmois: Record of Mongol Invasion,7.12,26772.0
Ani ni Tsukeru Kusuri wa Nai!,7.48,43212.0
Ani ni Tsukeru Kusuri wa Nai! 2,7.73,26572.0
Ani ni Tsukeru Kusuri wa Nai! 3,7.69,20046.0
Ani ni Tsukeru Kusuri wa Nai! 4,7.6,13847.0
Ani ni Tsukeru Kusuri wa Nai! 5,7.34,5489.0
Ani*Kuri15,6.68,11056.0
"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro da yo",6.1,3224.0
Anima,5.14,1124.0
Anima Yell!,6.88,17217.0
Anima Yell! Ouen Douga,5.72,635.0
Animagear,5.31,213.0
Animal 1,5.98,132.0
Animal Crossing: The Movie,7.06,13969.0
Animal Dance,4.73,593.0
Animal Lane,6.96,1378.0
Animal Sumo,4.67,736.0
Animal Treasure Island,6.27,1305.0
Animated Classics of Japanese Literature,6.54,608.0
Animated Journey Through Saga Prefecture,6.04,506.0
"Animated Revue ""Spring""",5.06,279.0
Animated Self Portraits A Portrait of Kawamoto,4.67,602.0
Animated Tamagotchi Found on Television!,6.07,181.0
Animation Runner Kuromi,6.89,5274.0
Animation Runner Kuromi 2,6.91,3886.0
Animation Store Manager,6.04,5777.0
Animation × Paralympic: Who Is Your Hero?,6.46,395.0
Animation!,5.68,242.0
Animatope,4.94,210.0
Anime Kapibarasan,6.66,2180.0
Anime Koukyoushi: Jungle Taitei,6.34,657.0
Anime Mitai na,4.69,402.0
Anime Rakugo Kan,5.72,132.0
Anime Tenchou Movie,5.62,1029.0
Anime Tenchou x Touhou Project,6.65,2199.0
Anime de Training! Ex,5.4,13143.0
Anime de Training! Xx,5.58,6369.0
Anime-Gataris,6.37,30599.0
Anime-ban Toukaidou Yotsuya Kaidan,5.91,116.0
Animegatari,5.78,589.0
Animegatari x Koukaku Kidoutai Collab Eizou,5.21,764.0
"Animegataris: Yuku Toshi, Kuru Toshi",5.71,449.0
Anisama,5.71,866.0
Anisava,5.49,332.0
Anison Nippon,5.24,604.0
Anitore! EX: Jigoku no Training,5.19,1180.0
Anitore! XX: Hitotsu Yane no Shita de Specials,5.03,832.0
Aniyome,6.33,2222.0
Anju to Zushioumaru,6.0,1251.0
Ankoku Cat,5.69,1190.0
Ankoku Cat VS,5.56,183.0
Ankoku Shinwa,4.16,1560.0
Anne no Nikki: Anne Frank Monogatari,6.11,246.0
Anne of Green Gables,7.77,10255.0
Anne's Secret Diary,5.93,142.0
Anne-Happy,6.94,34159.0
Annie,4.98,182.0
Ano Danchi no Tsuma-tachi wa... The Animation,6.93,3097.0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,7.11,9232.0
Ano Hi no Kokoro wo Toraete,5.87,907.0
"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",6.07,117.0
Ano Ko no Kawari ni Suki na Dake,6.59,2710.0
Ano Ko to Ii Koto,6.8,6491.0
Anohana: The Flower We Saw That Day,8.3,988573.0
Anohana: The Flower We Saw That Day The Movie,7.84,143213.0
Anokoro no Namida wa,5.6,255.0
Anomalies,4.37,470.0
Anon Sentai Ranger 5,4.63,223.0
Anonymous Noise,6.96,50241.0
Another,7.47,999287.0
Another Lady Innocent,6.86,6991.0
Another World,7.09,15980.0
Another: Misaki Mei - Shizukani,6.13,12659.0
Another: The Other,7.26,115307.0
"Anpanman to Hajimeyou! Iro, Kazu, Katachi Wakaru ka na Iro, Katachi",6.1,177.0
Anpanman: Apple Boy and Everyone's Hope,6.04,135.0
Anpanman: Blacknose and the Magical Song,6.15,218.0
"Anpanman: Purun, the Soap Bubble",6.06,200.0
Anpanman: Revive Banana Island!,6.13,150.0
Anpanman: Star-Spirited Dollie,6.06,221.0
Anpanman: The Adventure of Happie,5.87,131.0
Anpanman: The Secret of Fairy Rin-Rin,5.85,141.0
Ansoku no Basho,5.63,132.0
Answer,5.14,418.0
Answer (2016),7.26,4523.0
Answer to Extreme,6.68,159.0
Anta e,5.74,271.0
Anthology With Cranes,4.74,408.0
Anthropo-Cynical Farce,4.88,601.0
Anti-Magic Academy: The 35th Test Platoon,6.8,148953.0
Antidote,7.08,6271.0
Antinotice,5.75,884.0
Antique Bakery,7.01,15847.0
Antique Heart,5.41,899.0
Anyamal Tantei Kiruminzoo,7.12,2463.0
Anygedybudybombom,4.37,307.0
"Anyway, It Doesn't Matter",6.35,494.0
Ao no Butai ni Omoi wo Yosete,5.42,171.0
Ao no Strada,5.26,183.0
Ao-chan Can't Study!,6.71,137921.0
Aoashi,8.18,107986.0
Aoharu Snatch,5.87,763.0
Aoharu x Machinegun,7.15,103050.0
Aoharu x Machinegun: This is a Battlefield for Beasts!,7.18,18837.0
Aoi Bungaku Series,7.67,65732.0
Aoi Chou,5.21,750.0
Aoi Hitomi no Onnanoko no Ohanashi,6.29,245.0
Aoi Kioku: Manmou Kaitaku to Shounen-tachi,6.11,127.0
Aoi Kokuhaku,4.63,343.0
Aoi Taiken,4.61,381.0
Aoi Triton,5.61,138.0
Aoi Umi no Tristia,5.6,1724.0
Aoi Yousei,5.03,341.0
Aokana: Four Rhythm Across the Blue,6.64,66354.0
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.53,1449.0
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.39,12172.0
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.81,13196.0
Aoki Honoo,4.65,1896.0
Aoki Seimei Hoken,4.69,425.0
Aoku Tsuzuku Pass,5.53,215.0
Aooni The Blue Monster,5.09,11122.0
Aooni the Movie,4.04,3430.0
Aos,3.62,1550.0
Aoshima Megu,5.21,274.0
Aotenjou no Clown,4.79,164.0
Aozora,5.71,188.0
Aozora Under Girls,5.48,263.0
Apache Baseball Team,6.04,219.0
Apartment!,5.39,785.0
Ape,5.57,218.0
Ape Escape,6.01,403.0
Apocalypse Zero,4.81,5021.0
Apotheosis,7.3,779.0
Apotheosis 2nd Season,7.31,203.0
Appaga Piryohae,6.21,648.0
Appare-Ranman!,7.25,50654.0
Appleland Story,5.98,1067.0
Appleseed,6.53,14438.0
Appleseed (Movie),7.06,41927.0
Appleseed Alpha,6.93,9792.0
Appleseed XIII,6.27,4295.0
Appleseed XIII Remix Movie 1: Yuigon,6.22,1150.0
Appleseed XIII Remix Movie 2: Yogen,6.26,1163.0
Appleseed: Ex Machina,7.31,22641.0
Apron Hero,5.37,115.0
Aquarian Age: Sign for Evolution,6.05,4832.0
Aquarian Age: The Movie,5.72,1356.0
Aquarion,7.08,32041.0
Aquarion Evol,7.07,45550.0
Aquarion Logos,5.7,7541.0
Aquarion Movie: Ippatsu Gyakuten-hen,6.71,2310.0
Aquatic,4.95,860.0
Aquatic Language,6.7,14293.0
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,6.1,6742.0
Arabian Nights: Sinbad's Adventures,6.3100000000000005,2370.5
Arad Senki: Slap Up Party,6.69,6199.0
Arad: Gyakuten no Wa,5.98,201.0
Aragne: Sign of Vermillion,5.04,1600.0
Araiso Private High School Student Council Executive Committee,6.35,3430.0
Arakawa Under the Bridge,7.56,155006.0
Arakawa Under the Bridge x Bridge,7.71,87295.0
Arakure Junichi no Namida,4.09,614.0
Arashi no Yoru ni,7.64,11070.0
Arashi no Yoru ni: Himitsu no Tomodachi,6.61,839.0
Arata Kangatari Picture Drama,5.88,622.0
Arata: The Legend,6.43,33539.0
Aratanari Fukaki Ao,6.02,1500.0
Arc the Lad,6.49,6378.0
Arcade Gamer Fubuki,5.25,3129.0
Arcade Gamer Fubuki: Paradise Beyond the Wall,4.66,1127.0
Are You Lost?,6.6,76486.0
Are You OK?,7.02,616.0
Area 88,7.48,7206.0
Area 88 (TV),6.98,5829.0
Area 88 Movie,6.47,688.0
Arei's Mirror ~ Way to the Virgin Space,5.38,1042.0
Argento Soma,6.74,7668.0
Argento Soma: Hitori to Hitori,6.32,1740.0
Argevollen,6.48,18725.0
Argonavis from BanG Dream!,6.73,3748.0
Argonavis the Movie: Ryusei no Obligato,6.29,121.0
Ari Doll,5.04,554.0
Ari to Hato (1959),5.21,215.0
Aria The Origination Picture Drama,7.01,5127.0
Aria the Animation,7.67,51429.0
Aria the Avvenire,7.89,11501.0
Aria the Avvenire Sound Novel,6.29,148.0
Aria the Benedizione,7.98,3189.0
Aria the Crepuscolo,7.77,4382.0
Aria the Natural,8.16,30314.0
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,7.32,7469.0
Aria the OVA: Arietta,7.99,17659.0
Aria the Origination,8.48,32598.0
Aria the Origination Episode 5.5: That Little Secret Place…,7.95,9979.0
Aria the Scarlet Ammo,6.78,197129.0
Aria the Scarlet Ammo AA,6.19,44289.0
Aria the Scarlet Ammo Special,6.75,30030.0
Arichan the Ant,5.25,558.0
Ariel Deluxe,5.59,1061.0
Ariel Visual,5.32,1055.0
Arifureta Itsuka,6.24,444.0
Arifureta: From Commonplace to World's Strongest,6.71,406903.0
Arifureta: From Commonplace to World's Strongest - Prologue,6.68,9608.0
Arifureta: From Commonplace to World's Strongest Picture Drama,6.04,930.0
Arifureta: From Commonplace to World's Strongest Season 2,7.16,162790.0
Arifureta: From Commonplace to World's Strongest Season 2 Picture Drama,6.26,1149.0
Arifureta: From Commonplace to World's Strongest Specials,6.73,34691.0
Arifureta: From a Detour to the World's Strongest,6.95,20359.0
Arifureta: Omnibus - The Great Orcus Labyrinth,6.14,17936.0
Arifureta: Phantom Adventure and Miraculous Encounter,7.15,12768.0
Arigatou (2010),5.44,128.0
Arigatou Thank You,4.62,318.0
Arion,6.14,2944.0
Arisa,6.05,2359.0
Arisa☆Good Luck,5.41,736.0
Arjuna,6.77,11635.0
Ark,5.82,467.0
Ark Nine,5.03,3833.0
Arknights,7.27,906.0
Arknights 2024 Special Commemorative Animation PV,6.96,262.0
Arknights 4th Anniversary PV,6.51,145.0
Arknights Animation: Prelude to Dawn,7.08,37136.0
Arknights x The Legend of Luo Xiaohei: Long Time No See,5.81,114.0
Arknights: Perish in Frost,7.58,13546.0
Armageddon,3.83,791.0
Armed Blue Gunvolt,5.58,2396.0
Armed Dragon Fantasy Villgust Promotional Video,5.55,152.0
Armed Girl's Machiavellism,6.88,208854.0
Armed Librarians: The Book of Bantorra,7.19,17478.0
Armies of the World,4.74,246.0
Armitage III,6.98,14438.0
Armitage III: Dual-Matrix,6.8,10125.0
Armitage III: Poly-Matrix,7.05,8011.0
Armor Shop for Ladies & Gentlemen,5.59,14679.0
Armor Shop for Ladies & Gentlemen Flips the Script,5.43,3873.0
Armor Shop for Ladies and Gentlemen II,5.5,4958.0
Armored Core: Fort Tower Song,4.5,506.0
Armored Fleet Dairugger XV,6.38,1164.0
Armored Trooper Votoms,7.67,6644.0
Armored Trooper Votoms Recaps,6.03,248.0
Armored Trooper Votoms: Alone Again,6.87,1669.0
Armored Trooper Votoms: Big Battle,6.68,2082.0
Armored Trooper Votoms: Brilliantly Shining Heresy,6.87,1874.0
Armored Trooper Votoms: Case; Irvine,6.38,1410.0
Armored Trooper Votoms: Phantom Arc,6.7,1533.0
Armored Trooper Votoms: Red Shoulder Document - Roots of Treachery,7.2,1949.0
Armored Trooper Votoms: The Last Red Shoulder,7.1,2359.0
Around,5.62,742.0
Around the World with Willy Fog,6.82,3237.0
Arpeggio of Blue Steel -Ars Nova-,7.34,70150.0
Arslan Senki (TV) Gaiden,6.99,7964.0
Arslan Senki (TV): Arsen 4-koma Gekijou,6.7,3217.0
Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,6.3,1115.0
Art of Fighting,4.81,2205.0
Arte,7.19,58181.0
Artificial Paradise,4.58,298.0
Artiswitch,7.3,6821.0
Artiswitch Picture Drama,6.55,517.0
Artiswitch: Ruru's Episodes of Memories,6.41,144.0
Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,5.03,6717.0
Aru Hi Inu no Kuni kara Tegami ga Kite,6.55,1729.0
Aru Hi no Gogo,5.93,247.0
Aru Otoko no Ikikata,5.2,219.0
Aru Zombie Shoujo no Sainan PV,4.85,1085.0
Arui Tekoteko,5.06,147.0
Aruite Mikka!,4.2,378.0
Arve Rezzle: Kikaijikake no Yousei-tachi,6.21,11844.0
As Miss Beelzebub Likes.,7.22,37605.0
As You Like It,7.44,1664.0
"As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",7.15,45538.0
Asa da yo! Kaishain,5.52,152.0
Asa ga Kuru mae ni: Sasurai Version,5.52,302.0
Asa wo Kitan,5.11,174.0
Asako Get You!!,5.69,2162.0
Asari-chan,6.1,542.0
Asayake to Nettaigyo,5.41,227.0
Ascendance of a Bookworm,7.98,164488.0
Ascendance of a Bookworm Season 2,8.09,128717.0
Ascendance of a Bookworm Season 3,8.07,76883.0
Ascendance of a Bookworm: Re-Ascendance of a Bookworm,6.95,3681.0
Ascendance of a Bookworm: Side Story,7.46,24387.0
Ash's Journey,6.43,5442.0
Ashi,5.39,195.0
Ashiaraiyashiki no Juunin-tachi.,4.86,974.0
Ashita Aou ne,5.27,122.0
Ashita e Free Kick,6.44,791.0
Ashita no Eleven-tachi,5.4,179.0
Ashura-chan,7.11,500.0
Asience: Kami wa Onna no Inochi,6.17,2712.0
Asobi Asobase - workshop of fun -,8.19,230979.0
Asobi Asobase Specials,7.6,25679.0
Asobi Asobase: Cosplay Contest/To the Future Me,7.52,26268.0
Asobi ni Iku yo!: Asobi ni Oide - Owari,6.24,4577.0
Asobou! Hello Kitty,5.9,558.0
Asobuild Concept Video,4.77,219.0
Assassination Classroom,8.08,1205586.0
Assassination Classroom Second Season,8.48,901596.0
Assassination Classroom The Movie: 365 Days' Time,7.36,52341.0
Assassination Classroom: Extracurricular Lesson,7.65,27017.0
Assassination Classroom: Jump Festa 2013 Special,7.18,37210.0
Assassination Classroom: Meeting Time,7.43,63575.0
Assassins Pride,5.93,175026.0
Assault Lily: Bouquet,6.49,30723.0
Assault Lily: Fruits,6.35,1132.0
Assemble Insert,6.06,2280.0
Assisted Mating,7.25,4969.0
Astarotte's Toy,6.48,70096.0
Astarotte's Toy EX,6.54,19042.0
Aster,6.16,215.0
Asteroid in Love,6.88,34555.0
Asteroid in Love Episode 6.5,6.08,2100.0
Astra Lost in Space,8.07,148662.0
Astro Boy,7.07,4806.0
Astro Boy (1980),7.16,6600.0
Astro Boy (2003),7.05,11848.0
Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,6.52,454.0
Astro Boy: The Brave in Space,6.11,810.0
Astro Note,6.6,8422.0
Astroganger,6.23,592.0
Asunal Kanayama,5.14,177.0
Asura,6.99,14857.0
Asura Cryin',6.89,47437.0
Asura Cryin' 2,7.24,32718.0
At Atelier,6.0,214.0
At The Mercy of The Sea,7.0,340.0
At The Mercy of The Sky,7.05,17722.0
At The Mercy of The Sky Specials,6.55,2897.0
At the Border Checkpoint,4.29,360.0
At the Circus,4.73,283.0
Atagoal - Cat's Magical Forest,5.88,218.0
Atama,5.02,188.0
Atama wa Tsukaiyou. Card mo Tsukaiyou.,5.32,275.0
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,6.37,294.0
Atashinchi Movie,6.57,331.0
Atelier,6.41,335.0
Atelier Escha & Logy: Alchemists of the Dusk Sky,6.43,24660.0
Atelier Petros the Theater in the Sky: The Wash Bird of the Wash Island,3.87,499.0
Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,6.42,20254.0
Atom: The Beginning,6.8,11931.0
Atomic World,5.72,276.0
Attack No.1,6.76,4254.0
Attack No.1 (1970),6.15,444.0
Attack No.1: Namida no Fushichou,5.98,289.0
Attack No.1: Namida no Kaiten Receive,6.03,330.0
Attack No.1: Namida no Sekai Senshuken,6.01,310.0
Attack Zero x Evangelion,5.31,1743.0
Attack on Skytree,6.37,7350.0
Attack on Titan,8.55,2821563.0
Attack on Titan OAD,7.88,275068.0
Attack on Titan Season 2,8.52,1885466.0
Attack on Titan Season 3,8.62,1631149.0
Attack on Titan Season 3 Part 2,9.05,1607124.0
Attack on Titan in the Dome: Soldiers' Starry Sky,7.22,3805.0
"Attack on Titan: Chibi Theater - Fly, Cadets, Fly!",6.61,27856.0
"Attack on Titan: Chibi Theater - Survey Corps, Levi Squad!",7.61,12067.0
"Attack on Titan: Chibi Theater - Survey Corps, The Final!",7.55,4908.0
Attack on Titan: Chronicle,7.78,29198.0
Attack on Titan: Crimson Bow and Arrow,7.79,54173.0
Attack on Titan: Final Season,8.78,1346381.0
Attack on Titan: Final Season - The Final Chapters,8.89,390069.0
Attack on Titan: Final Season Part 2,8.76,767372.0
Attack on Titan: Junior High,7.2,148229.0
Attack on Titan: Lost Girls,7.82,161892.0
Attack on Titan: No Regrets,8.42,312994.0
Attack on Titan: Since That Day,7.39,69955.0
Attack on Titan: The Roar of Awakening,7.89,23311.0
Attack on Titan: Wings of Freedom,7.91,53397.0
Attack on Tomorrow,6.3,1023.0
Attacker You!,6.62,3701.0
"Attakai tte, Gohoubi da.",5.55,482.0
"Attakai, Fuyu Canada",6.35,976.0
Attouteki Vivid Days,5.27,2103.0
Attraction,5.93,1059.0
Attractive shop,6.29,2960.0
Au Fou!,4.68,708.0
Auction: Bijo Dorei,5.34,518.0
Augmented Reality Girls Trinary,5.83,1722.0
Augmented Reality Girls Trinary: Ex.MV,6.22,415.0
Aura Battler Dunbine,7.03,3004.0
Aura: Koga Maryuin's Last War,7.29,42678.0
Avant,6.66,194.0
Avenger,5.86,7225.0
Avignon no Hashi de,4.75,318.0
Awake,5.08,472.0
Awakening Soul,6.12,267.0
Aware! Meisaku-kun: Ito-Yokado no Randsell,5.18,122.0
Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,5.21,135.0
Aware! Meisaku-kun: Oronamin C,5.11,125.0
Awate Tokoya,4.7,247.0
Aya Hito Shiki to Iu na no Ishi Hata,4.11,353.0
Ayaka: A Story of Bonds and Wounds,6.42,13745.0
Ayakashi,6.3,12876.0
Ayakashi Triangle,6.44,18662.0
Ayakashi Triangle Special Recap,5.64,1289.0
Ayakashi: Japanese Classic Horror,7.38,26317.0
"Ayanami Rei, First Lipstick",5.79,2168.0
Ayane's High Kick,5.82,3020.0
Ayataka Spy x Family Movie Campaign Ayataka de Hotto Hitoiki,6.11,1061.0
Ayatsuri Haramase DreamNote,6.11,3029.0
Ayatsuri Ningyou,4.75,346.0
Azuki-chan,6.66,1345.0
Azuki-chan the Movie,6.13,422.0
Azumanga Daioh: The Animation,8.03,162069.0
Azumanga Daioh: The Very Short Movie,7.05,24569.0
Azumanga Web Daioh,6.71,18261.0
Azur Lane Recap,5.97,1805.0
Azur Lane Valentine Special Mission,5.92,331.0
Azur Lane the Animation,6.29,62561.0
Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,6.83,2824.0
Azur Lane: Queen's Orders,6.88,2166.0
Azur Lane: Slow Ahead!,7.01,20436.0
Azure Nihon Data Center,5.11,884.0
Azusa Will Help!,6.12,1945.0
B Who I Want 2 B,5.53,1189.0
B'T X,7.02,5683.0
B'T X Neo,7.1,2789.0
B-Daman Crossfire,6.54,5038.0
B-Daman Fireblast,6.46,2101.0
B-Project: Kodou*Ambitious,6.58,17098.0
B-Project: Passion*Love Call,6.3,750.0
B-Project: Zecchou*Emotion,6.69,4655.0
B.B. Fish,4.46,1441.0
B.O.Y.,5.4,191.0
B: The Beginning,7.16,177433.0
B: The Beginning Succession,6.2,31915.0
BANZAI! digital trippers,7.02,624.0
BAR Kiraware Yasai,4.96,1028.0
BASToF Syndrome,6.05,380.0
BBK/BRNK,6.25,28593.0
BBK/BRNK: The Gentle Giants of the Galaxy,6.75,11515.0
BIGOTRE Capture Mission,4.93,150.0
BLEND-S,7.26,374024.0
BNA: Brand New Animal,7.35,205179.0
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",7.52,303536.0
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",7.2,80055.0
BOY's LOVE Nitro+CHiRAL,4.86,584.0
BTOOOM!,7.28,496057.0
BUCK-TICK x HAL,5.47,172.0
BUGGY MAP,4.43,232.0
BaBuKa: Gokudou no Tsuma,5.73,1555.0
Bab Mook Ja,5.65,406.0
Babel Circus,5.86,135.0
Babel II,5.994999999999999,1043.0
Babel II: Beyond Infinity,5.66,1380.0
